id;año;rol_establecimiento;id_rol_establecimiento;id_vu;nombre_establecimiento;razon_social;rut_razon_social;ciiu4;id_ciiu4;ciiu6;id_ciiu6;latitud;longitud;id_comuna;comuna;provincia;region;rubro_vu;id_rubro_vu;entrada_salida;cantidad_toneladas;tratamiento_nivel_3;id_tratamiento_nivel_3;tratamiento_nivel_1;id_tratamiento_nivel_1;capitulo_ler;id_capitulo_ler;subcapitulo_ler;id_subcapitulo_ler;nombre_ler;ler_codigo
3232;2022;Destinatario Final;4;5471589;ECOPLAS LIMITADA;ECOPLAS LIMITADA;76735950-0;Venta al por mayor de desperdicios, desechos, chatarra y otros productos n.c.p.;G4669;Venta al por mayor de desperdicios, desechos y otros productos n.c.p.;G466909;-33,415018043999;-70,703264167001;13126;Quinta Normal;Santiago;Metropolitana de Santiago;Comercio mayorista;18;1;2,551;Reciclaje de plásticos;18;Valorización;2;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;02 | Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal;2;02 02 03 | Materiales inadecuados para el consumo o la elaboración;02 02 03 
3267;2022;Destinatario Final;4;59355;EL EMPALME;REXIN SPA;78773970-9;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-41,583534400406;-73,240579963904;10108;Maullín;Llanquihue;Los Lagos;Gestores de residuos;15;1;288,4;Vertedero;12;Eliminación;1;04 | Residuos de las industrias del cuero, de la piel y textil;4;01 | Residuos de las industrias del cuero y de la piel;1;04 01 08 | Residuos de piel curtida (serrajes, rebajaduras, recortes y polvo de esmerilado) que contienen cromo;04 01 08 
1169;2022;Destinatario Final;4;8876;SOC NACIONAL METALURGICA LTDA;SOC NACIONAL METALURGICA LTDA;80411800-4;Fundición de metales no ferrosos;C2432;Fundición de metales no ferrosos;C243200;-33,479064633483;-70,63568583611;13129;San Joaquín;Santiago;Metropolitana de Santiago;Otras industrias manufactureras;10;1;0,95;Reciclaje de metales;20;Valorización;2;17 | Residuos de la construcción y demolición;17;04 | Metales (incluidas sus aleaciones);4;17 04 02 | Aluminio;17 04 02 
3399;2022;Destinatario Final;4;5467706;AMGELO VALENZUELA RODRUIGUEZ;ANGELO AUGUSTO VALENZUELA RODRIGUEZ;15984435-8;Venta al por mayor de desperdicios, desechos, chatarra y otros productos n.c.p.;G4669;Venta al por mayor de desechos metálicos (chatarra);G466902;-36,299998839715;-71,899998591227;16303;Ñiquén;Punilla;Ñuble;Comercio mayorista;18;1;1,48;Pretratamiento de Metales;44;Recolección;5;17 | Residuos de la construcción y demolición;17;04 | Metales (incluidas sus aleaciones);4;17 04 01 | Cobre, bronce, latón;17 04 01 
3409;2022;Destinatario Final;4;5469154;SOCIEDAD INDUSTRIAL DE PLASTICOS LTDA;SOCIEDAD INDUSTRIAL DE PLASTICOS LTDA.;76276689-2;Fabricación de productos de plástico;C2220;Fabricación de productos de plástico;C222000;-33,410093082144;-70,686178290223;13128;Renca;Santiago;Metropolitana de Santiago;Industria química, de plástico y caucho;7;1;2,016;Reciclaje de plásticos;18;Valorización;2;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;01 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca;1;02 01 99 | Residuos no especificados en otra categoría;02 01 99 
3548;2022;Destinatario Final;4;5461907;RECUPERADORA DE EXCEDENTES INDUSTRIALES RODOLFO ORTIZ FUENZALIDA;RECUPERADORA DE EXCEDENTES INDUSTRIALES RODOLFO RUBEN ORTIZ FUENZALIDA;65313500-9;Venta al por mayor no especializada;G4690;Venta al por mayor no especializada;G469000;-34,98855652985;-71,247129687135;7301;Curicó;Curicó;Maule;Comercio mayorista;18;1;4,912;Reciclaje de plásticos;18;Valorización;2;07 | Residuos de procesos químicos orgánicos;7;02 | Residuos de la FFDU de plásticos, caucho sintético y fibras artificiales;2;07 02 13 | Residuos de plástico;07 02 13 
3768;2022;Destinatario Final;4;5472175;PLANTA MOLINA;BIO ENERGIA MOLINA SPA;76256837-3;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en otras centrales n.c.p.;D351019;-35,091792443806;-71,312981584362;7304;Molina;Curicó;Maule;Otras centrales de generación eléctrica;12;1;6;Degradación Anaeróbica;29;Valorización;2;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;02 | Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal;2;02 02 04 | Lodos del tratamiento in situ de efluentes;02 02 04 
3769;2022;Destinatario Final;4;5472175;PLANTA MOLINA;BIO ENERGIA MOLINA SPA;76256837-3;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en otras centrales n.c.p.;D351019;-35,091792443806;-71,312981584362;7304;Molina;Curicó;Maule;Otras centrales de generación eléctrica;12;1;11169,25;Degradación Anaeróbica;29;Valorización;2;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;07 | Residuos de la producción de bebidas alcohólicas y no alcohólicas (excepto café, té y cacao);7;02 07 99 | Residuos no especificados en otra categoría;02 07 99 
3771;2022;Destinatario Final;4;5472175;PLANTA MOLINA;BIO ENERGIA MOLINA SPA;76256837-3;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en otras centrales n.c.p.;D351019;-35,091792443806;-71,312981584362;7304;Molina;Curicó;Maule;Otras centrales de generación eléctrica;12;1;3024,04;Degradación Anaeróbica;29;Valorización;2;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;19;06 | Residuos del tratamiento anaeróbico de residuos;6;19 06 06 | Lodos de digestión del tratamiento anaeróbico de residuos animales y vegetales;19 06 06 
3772;2022;Destinatario Final;4;5472175;PLANTA MOLINA;BIO ENERGIA MOLINA SPA;76256837-3;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en otras centrales n.c.p.;D351019;-35,091792443806;-71,312981584362;7304;Molina;Curicó;Maule;Otras centrales de generación eléctrica;12;1;826;Degradación Anaeróbica;29;Valorización;2;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;19;08 | Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;8;19 08 09 | Mezclas de grasas y aceites procedentes de la separación de agua/sustancias aceitosas que contienen sólo aceites y grasa;19 08 09 
364;2022;Destinatario Final;4;5452838;GEOBARRA EXINS LTDA;GESTION INTEGRAL DE RESIDUOS GEOBARRA EXINS S.A.;76562260-3;Recuperación de materiales;E3830;Recuperación y reciclamiento de desperdicios y desechos metálicos;E383001;-34,350119067544;-70,842300871787;6115;Rengo;Cachapoal;Libertador Gral. Bernardo O'Higgins;Gestores de residuos;15;1;361,892;Reciclaje de metales;20;Valorización;2;17 | Residuos de la construcción y demolición;17;04 | Metales (incluidas sus aleaciones);4;17 04 05 | Hierro y acero no galvanizados;17 04 05 
106;2022;Destinatario Final;4;5461524;RECUPAC SUCURSAL HUECHURABA;RECUPAC S.A.;96588400-9;Recuperación de materiales;E3830;Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.;E383009;-33,361572953068;-70,679663936449;13107;Huechuraba;Santiago;Metropolitana de Santiago;Gestores de residuos;15;1;0,716;Reciclaje de plásticos;18;Valorización;2;12 | Residuos del moldeado y del tratamiento físico y mecánico de superficie de metales y plásticos;12;01 | Residuos del moldeado y tratamiento físico y mecánico de superficie de metales y plásticos;1;12 01 05 | Virutas y rebabas de plástico;12 01 05 
190;2022;Destinatario Final;4;5473187;HERESMANN Y SOLARI LIMITADA;HERESMANN Y SOLARI LIMITADA;76195442-3;Fabricación de productos de plástico;C2220;Fabricación de productos de plástico;C222000;-33,309764800806;-70,726207602241;13302;Lampa;Chacabuco;Metropolitana de Santiago;Industria química, de plástico y caucho;7;1;21,64;Reciclaje de plásticos;18;Valorización;2;17 | Residuos de la construcción y demolición;17;02 | Madera, vidrio y plástico;2;17 02 10 | Plástico HDPE (polietileno de alta densidad);17 02 10 
263;2022;Destinatario Final;4;5461523;RECUPAC SUCURSAL PINTANA;RECUPAC S.A.;96588400-9;Recogida de desechos no peligrosos;E3811;Recogida de desechos no peligrosos;E381100;-33,584499416591;-70,619657584284;13112;La Pintana;Santiago;Metropolitana de Santiago;Gestores de residuos;15;1;4,18;Relleno sanitario;11;Eliminación;1;17 | Residuos de la construcción y demolición;17;02 | Madera, vidrio y plástico;2;17 02 01 | Madera libre de impregnación o pinturas;17 02 01 
492;2022;Destinatario Final;4;5479785;Relleno Sanitario Chaqueta Blanca;CONSORCIO SANTA MARTA S A;96828810-5;NULL;NULL;NULL;NULL;NULL;NULL;2101;Antofagasta;NULL;Metropolitana de Santiago;NULL;NULL;1;14,176;Disposición final;3;Eliminación;1;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 07 | Residuos voluminosos (incluidos muebles);20 03 07 
507;2022;Destinatario Final;4;5479785;Relleno Sanitario Chaqueta Blanca;CONSORCIO SANTA MARTA S A;96828810-5;NULL;NULL;NULL;NULL;NULL;NULL;2101;Antofagasta;NULL;Metropolitana de Santiago;NULL;NULL;1;152,56;Relleno sanitario;11;Eliminación;1;17 | Residuos de la construcción y demolición;17;01 | Hormigón, ladrillos, tejas y materiales cerámicos;1;17 01 01 | Hormigón;17 01 01 
493;2022;Destinatario Final;4;5479785;Relleno Sanitario Chaqueta Blanca;CONSORCIO SANTA MARTA S A;96828810-5;NULL;NULL;NULL;NULL;NULL;NULL;2101;Antofagasta;NULL;Metropolitana de Santiago;NULL;NULL;1;2,76;Eliminación;1;Eliminación;1;17 | Residuos de la construcción y demolición;17;09 | Otros residuos de construcción y demolición;9;17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03;17 09 04 
1226;2022;Destinatario Final;4;96280;MINERA LOS PELAMBRES;MINERA LOS PELAMBRES;96790240-3;Extracción y procesamiento de cobre;B0400;Extracción y procesamiento de cobre;B040000;-31,821716433106;-70,583697932327;4204;Salamanca;Choapa;Coquimbo;Minería;4;1;37,54;Vertedero;12;Eliminación;1;17 | Residuos de la construcción y demolición;17;02 | Madera, vidrio y plástico;2;17 02 10 | Plástico HDPE (polietileno de alta densidad);17 02 10 
1189;2022;Destinatario Final;4;5459852;ESPINOZA HERMANOS LIMITADA;ESPINOZA HERMANOS LIMITADA;76126367-6;Recogida de desechos no peligrosos;E3811;Recogida de desechos no peligrosos;E381100;-28,290438355457;-70,697985791257;3301;Vallenar;Huasco;Atacama;Gestores de residuos;15;2;14,11;Relleno sanitario;11;Eliminación;1;17 | Residuos de la construcción y demolición;17;02 | Madera, vidrio y plástico;2;17 02 01 | Madera libre de impregnación o pinturas;17 02 01 
867;2022;Destinatario Final;4;381448;DEGRAF LTDA.;SOC COMERCIAL DEGRAF LIMITADA;77179750-4;Actividades de asociaciones empresariales y de empleadores;S9411;Actividades de asociaciones empresariales y de empleadores;S941100;-33,347457975945;-70,710801206209;13125;Quilicura;Santiago;Metropolitana de Santiago;Otras actividades;20;1;0,8405;Reciclaje de plásticos;18;Valorización;2;17 | Residuos de la construcción y demolición;17;02 | Madera, vidrio y plástico;2;17 02 10 | Plástico HDPE (polietileno de alta densidad);17 02 10 
1155;2022;Destinatario Final;4;8876;SOC NACIONAL METALURGICA LTDA;SOC NACIONAL METALURGICA LTDA;80411800-4;Fundición de metales no ferrosos;C2432;Fundición de metales no ferrosos;C243200;-33,479064633483;-70,63568583611;13129;San Joaquín;Santiago;Metropolitana de Santiago;Otras industrias manufactureras;10;1;4,051;Pretratamiento de Metales;44;Recolección;5;17 | Residuos de la construcción y demolición;17;04 | Metales (incluidas sus aleaciones);4;17 04 01 | Cobre, bronce, latón;17 04 01 
1156;2022;Destinatario Final;4;8876;SOC NACIONAL METALURGICA LTDA;SOC NACIONAL METALURGICA LTDA;80411800-4;Fundición de metales no ferrosos;C2432;Fundición de metales no ferrosos;C243200;-33,479064633483;-70,63568583611;13129;San Joaquín;Santiago;Metropolitana de Santiago;Otras industrias manufactureras;10;1;9,671;Pretratamiento de Metales;44;Recolección;5;17 | Residuos de la construcción y demolición;17;04 | Metales (incluidas sus aleaciones);4;17 04 02 | Aluminio;17 04 02 
1157;2022;Destinatario Final;4;8876;SOC NACIONAL METALURGICA LTDA;SOC NACIONAL METALURGICA LTDA;80411800-4;Fundición de metales no ferrosos;C2432;Fundición de metales no ferrosos;C243200;-33,479064633483;-70,63568583611;13129;San Joaquín;Santiago;Metropolitana de Santiago;Otras industrias manufactureras;10;1;4,158;Pretratamiento de Metales;44;Recolección;5;17 | Residuos de la construcción y demolición;17;04 | Metales (incluidas sus aleaciones);4;17 04 02 | Aluminio;17 04 02 
1158;2022;Destinatario Final;4;8876;SOC NACIONAL METALURGICA LTDA;SOC NACIONAL METALURGICA LTDA;80411800-4;Fundición de metales no ferrosos;C2432;Fundición de metales no ferrosos;C243200;-33,479064633483;-70,63568583611;13129;San Joaquín;Santiago;Metropolitana de Santiago;Otras industrias manufactureras;10;1;5,834;Pretratamiento de Metales;44;Recolección;5;17 | Residuos de la construcción y demolición;17;04 | Metales (incluidas sus aleaciones);4;17 04 02 | Aluminio;17 04 02 
1159;2022;Destinatario Final;4;8876;SOC NACIONAL METALURGICA LTDA;SOC NACIONAL METALURGICA LTDA;80411800-4;Fundición de metales no ferrosos;C2432;Fundición de metales no ferrosos;C243200;-33,479064633483;-70,63568583611;13129;San Joaquín;Santiago;Metropolitana de Santiago;Otras industrias manufactureras;10;1;20,23;Reciclaje;8;Valorización;2;17 | Residuos de la construcción y demolición;17;04 | Metales (incluidas sus aleaciones);4;17 04 01 | Cobre, bronce, latón;17 04 01 
1160;2022;Destinatario Final;4;8876;SOC NACIONAL METALURGICA LTDA;SOC NACIONAL METALURGICA LTDA;80411800-4;Fundición de metales no ferrosos;C2432;Fundición de metales no ferrosos;C243200;-33,479064633483;-70,63568583611;13129;San Joaquín;Santiago;Metropolitana de Santiago;Otras industrias manufactureras;10;1;0,978;Reciclaje de metales;20;Valorización;2;17 | Residuos de la construcción y demolición;17;04 | Metales (incluidas sus aleaciones);4;17 04 01 | Cobre, bronce, latón;17 04 01 
1127;2022;Destinatario Final;4;5473450;GAIAWM MATRIZ;GESTION AMBIENTAL INTEGRADA SPA;76449433-4;Recuperación de materiales;E3830;Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.;E383009;-33,622415162747;-70,634455578512;13112;La Pintana;Santiago;Metropolitana de Santiago;Gestores de residuos;15;1;1,88;Reciclaje de vidrio;19;Valorización;2;10 | Residuos de procesos térmicos;10;11 | Residuos de la fabricación del vidrio y sus derivados;11;10 11 03 | Residuos de materiales de fibra de vidrio;10 11 03 
1194;2022;Destinatario Final;4;5459852;ESPINOZA HERMANOS LIMITADA;ESPINOZA HERMANOS LIMITADA;76126367-6;Recogida de desechos no peligrosos;E3811;Recogida de desechos no peligrosos;E381100;-28,290438355457;-70,697985791257;3301;Vallenar;Huasco;Atacama;Gestores de residuos;15;1;24;Pretratamiento de madera que no contiene sustancias peligrosas;43;Recolección;5;17 | Residuos de la construcción y demolición;17;02 | Madera, vidrio y plástico;2;17 02 01 | Madera libre de impregnación o pinturas;17 02 01 
1200;2022;Destinatario Final;4;5459852;ESPINOZA HERMANOS LIMITADA;ESPINOZA HERMANOS LIMITADA;76126367-6;Recogida de desechos no peligrosos;E3811;Recogida de desechos no peligrosos;E381100;-28,290438355457;-70,697985791257;3301;Vallenar;Huasco;Atacama;Gestores de residuos;15;1;12;Pretratamiento de plásticos;45;Recolección;5;17 | Residuos de la construcción y demolición;17;02 | Madera, vidrio y plástico;2;17 02 10 | Plástico HDPE (polietileno de alta densidad);17 02 10 
1255;2022;Destinatario Final;4;5452216;RELLENO SANITARIO EL MOLLE;GESTION INTEGRAL DE RESIDUOS SPA;96964360-K;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-33,082247043481;-71,647601620514;5101;Valparaíso;Valparaíso;Valparaíso;Gestores de residuos;15;1;0,001;Relleno sanitario;11;Eliminación;1;17 | Residuos de la construcción y demolición;17;02 | Madera, vidrio y plástico;2;17 02 02 | Vidrio;17 02 02 
1320;2022;Destinatario Final;4;89013;MINERA QUEBRADA BLANCA;COMPANIA MINERA TECK QUEBRADA BLANCA S.A.;96567040-8;Extracción y procesamiento de cobre;B0400;Extracción y procesamiento de cobre;B040000;-20,991532186229;-68,767806548739;1405;Pica;Tamarugal;Tarapacá;Minería;4;1;5226,177;Relleno sanitario;11;Eliminación;1;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;20 03 01 
1434;2022;Destinatario Final;4;90327;PLANTA PUDAHUEL;HIDRONOR CHILE S.A;96607990-8;Actividades de descontaminación y otros servicios de gestión de desechos;E3900;Actividades de descontaminación y otros servicios de gestión de desechos;E390000;-33,421077864092;-70,81640910523;13124;Pudahuel;Santiago;Metropolitana de Santiago;Otras actividades;20;1;0,435;Depósito de Seguridad;33;Eliminación;1;10 | Residuos de procesos térmicos;10;11 | Residuos de la fabricación del vidrio y sus derivados;11;10 11 03 | Residuos de materiales de fibra de vidrio;10 11 03 
1528;2022;Destinatario Final;4;90327;PLANTA PUDAHUEL;HIDRONOR CHILE S.A;96607990-8;Actividades de descontaminación y otros servicios de gestión de desechos;E3900;Actividades de descontaminación y otros servicios de gestión de desechos;E390000;-33,421077864092;-70,81640910523;13124;Pudahuel;Santiago;Metropolitana de Santiago;Otras actividades;20;1;84,886;Relleno sanitario;11;Eliminación;1;10 | Residuos de procesos térmicos;10;09 | Residuos de la fundición de piezas férreas;9;10 09 03 | Escorias de horno;10 09 03 
1666;2022;Destinatario Final;4;911618;ILUSTRE MUNICIPALIDAD DE PUNTA ARENAS;I MUNICIPALIDAD DE PUNTA ARENAS;69250200-0;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-53,163051924908;-70,908522613003;12101;Punta Arenas;Magallanes;Magallanes y de la Antártica Chilena;Otras actividades;20;1;42,92;Vertedero;12;Eliminación;1;17 | Residuos de la construcción y demolición;17;04 | Metales (incluidas sus aleaciones);4;17 04 12 | Hierro y acero galvanizados;17 04 12 
1690;2022;Destinatario Final;4;5480622;Planta Greenspot;GREENSPOT SPA;76657718-0;Recuperación de materiales;E3830;Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.;E383009;-41,4893978459298;-73,0338335435547;10101;Puerto Montt;Llanquihue;Los Lagos;Gestores de residuos;15;1;2,4295;Reciclaje de plásticos;18;Valorización;2;07 | Residuos de procesos químicos orgánicos;7;02 | Residuos de la FFDU de plásticos, caucho sintético y fibras artificiales;2;07 02 13 | Residuos de plástico;07 02 13 
1700;2022;Destinatario Final;4;323910;CHILEMINK;CRIADEROS CHILE MINK LTDA;78117890-K;Actividades de apoyo a la ganadería;A0162;Actividades de apoyo a la ganadería;A016200;-33,963724537496;-70,688974864969;6110;Mostazal;Cachapoal;Libertador Gral. Bernardo O'Higgins;Producción agropecuaria;1;1;194,637;Preparación para reutilización;7;Valorización;2;16 | Residuos no especificados en otro capítulo de la lista;16;03 | Lotes de productos fuera de especificación y productos no utilizados;3;16 03 06 | Residuos orgánicos distintos de los especificados en el código 16 03 05;16 03 06 
1811;2022;Destinatario Final;4;33161;PLANTA COPIULEMU;HIDRONOR CHILE S.A;96607990-8;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-36,863902346883;-72,856266512602;8104;Florida;Concepción;Biobío;Gestores de residuos;15;1;0,075;Relleno sanitario;11;Eliminación;1;17 | Residuos de la construcción y demolición;17;02 | Madera, vidrio y plástico;2;17 02 02 | Vidrio;17 02 02 
