anio,mes,id_vu,razon_social,rut,nombre_establecimiento,rubro,id_rubro,ciiu4,id_ciiu4,ciiu6,id_ciiu6,region,provincia,comuna,id_comuna,latitud,longitud,rol_establecimiento,id_declaracion,tipo_movimiento,toneladas,tratamiento_n1_id,tratamiento_n1,tratamiento_n2_id,tratamiento_n2,tratamiento_n3_id,tratamiento_n3,ler_codigo,ler_nombre,ler_capitulo_num,ler_capitulo,ler_subcapitulo_num,ler_subcapitulo,trazabilidad_id_vu,trazabilidad_nombre_establecimiento,trazabilidad_razon_social,trazabilidad_comuna,trazabilidad_region,trazabilidad_pais,fuente_archivo,es_declaracion_excluida_original
2022,,5440322,MINERA ANTUCOYA,76079669-7,MINERA ANTUCOYA,Minería,4.0,Extracción y procesamiento de cobre,B0400,Extracción y procesamiento de cobre,B040000,Antofagasta,Antofagasta,Mejillones,2102,-22.622444473777,-69.838470110231,Destinatario Final,,1,316.25,1,Eliminación,,,11,Relleno sanitario,20 03 01 ,20 03 01 | Mezclas de residuos municipales,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",3,03 | Otros residuos municipales,,,,,,,df-sinader-2022-ckan.csv,False
2022,,5461655,COMERCIAL ROMERELLI LIMITADA,96904060-3,COMERCIAL ROMERELLI LTDA,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Metropolitana de Santiago,Santiago,Estación Central,13106,-33.4665903157,-70.690940918665,Destinatario Final,,1,406.685,2,Valorización,,,20,Reciclaje de metales,17 04 05 ,17 04 05 | Hierro y acero no galvanizados,17,17 | Residuos de la construcción y demolición,4,04 | Metales (incluidas sus aleaciones),,,,,,,df-sinader-2022-ckan.csv,False
2022,,5474133,"COMERCIALIZADORA RECIPOL ""S.A.""",76096487-5,COMERCIALIZADORA RECIPOL SA,"Industria química, de plástico y caucho",7.0,Fabricación de productos de plástico,C2220,Fabricación de productos de plástico,C222000,Metropolitana de Santiago,Chacabuco,Lampa,13302,-33.30399442072,-70.769063866923,Destinatario Final,,1,7.045,5,Recolección,,,45,Pretratamiento de plásticos,20 01 39 ,20 01 39 | Plásticos,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",1,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),,,,,,,df-sinader-2022-ckan.csv,False
2022,,5474133,"COMERCIALIZADORA RECIPOL ""S.A.""",76096487-5,COMERCIALIZADORA RECIPOL SA,"Industria química, de plástico y caucho",7.0,Fabricación de productos de plástico,C2220,Fabricación de productos de plástico,C222000,Metropolitana de Santiago,Chacabuco,Lampa,13302,-33.30399442072,-70.769063866923,Destinatario Final,,1,16.4,2,Valorización,,,18,Reciclaje de plásticos,15 01 02 ,15 01 02 | Envases de plástico,15,"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría",1,01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal),,,,,,,df-sinader-2022-ckan.csv,False
2022,,5474133,"COMERCIALIZADORA RECIPOL ""S.A.""",76096487-5,COMERCIALIZADORA RECIPOL SA,"Industria química, de plástico y caucho",7.0,Fabricación de productos de plástico,C2220,Fabricación de productos de plástico,C222000,Metropolitana de Santiago,Chacabuco,Lampa,13302,-33.30399442072,-70.769063866923,Destinatario Final,,1,78.629,2,Valorización,,,18,Reciclaje de plásticos,16 03 04 ,16 03 04 | Residuos inorgánicos distintos de los especificados en el código 16 03 03,16,16 | Residuos no especificados en otro capítulo de la lista,3,03 | Lotes de productos fuera de especificación y productos no utilizados,,,,,,,df-sinader-2022-ckan.csv,False
2022,,5474133,"COMERCIALIZADORA RECIPOL ""S.A.""",76096487-5,COMERCIALIZADORA RECIPOL SA,"Industria química, de plástico y caucho",7.0,Fabricación de productos de plástico,C2220,Fabricación de productos de plástico,C222000,Metropolitana de Santiago,Chacabuco,Lampa,13302,-33.30399442072,-70.769063866923,Destinatario Final,,1,6.988,2,Valorización,,,18,Reciclaje de plásticos,20 01 39 ,20 01 39 | Plásticos,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",1,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),,,,,,,df-sinader-2022-ckan.csv,False
2022,,4587637,I MUNICIPALIDAD VALDIVIA,69200100-1,VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Los Ríos,Valdivia,Valdivia,14101,-39.979048335359,-73.136890637349,Destinatario Final,,1,19.61,1,Eliminación,,,1,Eliminación,20 03 99 ,20 03 99 | Residuos municipales no especificados en otra categoría,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",3,03 | Otros residuos municipales,,,,,,,df-sinader-2022-ckan.csv,False
2022,,4587637,I MUNICIPALIDAD VALDIVIA,69200100-1,VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Los Ríos,Valdivia,Valdivia,14101,-39.979048335359,-73.136890637349,Destinatario Final,,1,0.78,5,Recolección,,,36,"Pretratamiento de papel, cartón y productos de papel",15 01 01 ,15 01 01 | Envases de papel y cartón,15,"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría",1,01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal),,,,,,,df-sinader-2022-ckan.csv,False
2022,,4587637,I MUNICIPALIDAD VALDIVIA,69200100-1,VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Los Ríos,Valdivia,Valdivia,14101,-39.979048335359,-73.136890637349,Destinatario Final,,1,337.67,1,Eliminación,,,11,Relleno sanitario,20 03 99 ,20 03 99 | Residuos municipales no especificados en otra categoría,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",3,03 | Otros residuos municipales,,,,,,,df-sinader-2022-ckan.csv,False
2022,,4587637,I MUNICIPALIDAD VALDIVIA,69200100-1,VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Los Ríos,Valdivia,Valdivia,14101,-39.979048335359,-73.136890637349,Destinatario Final,,1,404.554,1,Eliminación,,,12,Vertedero,03 01 99 ,03 01 99 | Residuos no especificados en otra categoría,3,"03 | Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón",1,01 | Residuos de la transformación de la madera y de la producción de tableros y muebles,,,,,,,df-sinader-2022-ckan.csv,False
2022,,4587637,I MUNICIPALIDAD VALDIVIA,69200100-1,VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Los Ríos,Valdivia,Valdivia,14101,-39.979048335359,-73.136890637349,Destinatario Final,,1,3.63,1,Eliminación,,,12,Vertedero,16 01 03 ,16 01 03 | Neumáticos fuera de uso,16,16 | Residuos no especificados en otro capítulo de la lista,1,"01 | Vehículos de diferentes medios de transporte (incluidas las máquinas no de carretera) al final de su vida útil y residuos del desguace de vehículos al final de su vida útil y del mantenimiento de vehículos (excepto los de los capítulos 13, 14 y los subcapítulos 16 06 y 16 08)",,,,,,,df-sinader-2022-ckan.csv,False
2022,,4587637,I MUNICIPALIDAD VALDIVIA,69200100-1,VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Los Ríos,Valdivia,Valdivia,14101,-39.979048335359,-73.136890637349,Destinatario Final,,1,30.77,1,Eliminación,,,12,Vertedero,17 01 07 ,"17 01 07 | Mezclas de hormigón, ladrillos, tejas y materiales cerámicos, distintas de las especificadas en el código 17 01 06",17,17 | Residuos de la construcción y demolición,1,"01 | Hormigón, ladrillos, tejas y materiales cerámicos",,,,,,,df-sinader-2022-ckan.csv,False
2022,,4587637,I MUNICIPALIDAD VALDIVIA,69200100-1,VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Los Ríos,Valdivia,Valdivia,14101,-39.979048335359,-73.136890637349,Destinatario Final,,1,848.166,1,Eliminación,,,12,Vertedero,17 09 04 ,"17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03",17,17 | Residuos de la construcción y demolición,9,09 | Otros residuos de construcción y demolición,,,,,,,df-sinader-2022-ckan.csv,False
2022,,4587637,I MUNICIPALIDAD VALDIVIA,69200100-1,VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Los Ríos,Valdivia,Valdivia,14101,-39.979048335359,-73.136890637349,Destinatario Final,,1,0.478,1,Eliminación,,,12,Vertedero,20 01 01 ,20 01 01 | Papel y cartón,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",1,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),,,,,,,df-sinader-2022-ckan.csv,False
2022,,4587637,I MUNICIPALIDAD VALDIVIA,69200100-1,VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Los Ríos,Valdivia,Valdivia,14101,-39.979048335359,-73.136890637349,Destinatario Final,,1,301.01,1,Eliminación,,,12,Vertedero,20 01 08 ,20 01 08 | Residuos biodegradables de cocinas y restaurantes,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",1,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),,,,,,,df-sinader-2022-ckan.csv,False
2022,,4587637,I MUNICIPALIDAD VALDIVIA,69200100-1,VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Los Ríos,Valdivia,Valdivia,14101,-39.979048335359,-73.136890637349,Destinatario Final,,1,150.53,1,Eliminación,,,12,Vertedero,20 01 99 ,20 01 99 | Otras fracciones no especificadas en otra categoría,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",1,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),,,,,,,df-sinader-2022-ckan.csv,False
2022,,4587637,I MUNICIPALIDAD VALDIVIA,69200100-1,VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Los Ríos,Valdivia,Valdivia,14101,-39.979048335359,-73.136890637349,Destinatario Final,,1,175.0,1,Eliminación,,,12,Vertedero,20 03 02 ,20 03 02 | Residuos de mercados,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",3,03 | Otros residuos municipales,,,,,,,df-sinader-2022-ckan.csv,False
2022,,4587637,I MUNICIPALIDAD VALDIVIA,69200100-1,VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Los Ríos,Valdivia,Valdivia,14101,-39.979048335359,-73.136890637349,Destinatario Final,,1,178.8,1,Eliminación,,,12,Vertedero,20 03 03 ,20 03 03 | Residuos de limpieza viaria,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",3,03 | Otros residuos municipales,,,,,,,df-sinader-2022-ckan.csv,False
2022,,4587637,I MUNICIPALIDAD VALDIVIA,69200100-1,VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Los Ríos,Valdivia,Valdivia,14101,-39.979048335359,-73.136890637349,Destinatario Final,,1,86.006,1,Eliminación,,,12,Vertedero,20 03 07 ,20 03 07 | Residuos voluminosos (incluidos muebles),20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",3,03 | Otros residuos municipales,,,,,,,df-sinader-2022-ckan.csv,False
2022,,4587637,I MUNICIPALIDAD VALDIVIA,69200100-1,VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Los Ríos,Valdivia,Valdivia,14101,-39.979048335359,-73.136890637349,Destinatario Final,,1,690.123,1,Eliminación,,,12,Vertedero,20 03 99 ,20 03 99 | Residuos municipales no especificados en otra categoría,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",3,03 | Otros residuos municipales,,,,,,,df-sinader-2022-ckan.csv,False
2022,,5461655,COMERCIAL ROMERELLI LIMITADA,96904060-3,COMERCIAL ROMERELLI LTDA,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Metropolitana de Santiago,Santiago,Estación Central,13106,-33.4665903157,-70.690940918665,Destinatario Final,,1,0.72,1,Eliminación,,,1,Eliminación,20 01 40 ,20 01 40 | Metales,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",1,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),,,,,,,df-sinader-2022-ckan.csv,False
2022,,5461655,COMERCIAL ROMERELLI LIMITADA,96904060-3,COMERCIAL ROMERELLI LTDA,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Metropolitana de Santiago,Santiago,Estación Central,13106,-33.4665903157,-70.690940918665,Destinatario Final,,1,204.846,5,Recolección,,,44,Pretratamiento de Metales,15 01 04 ,15 01 04 | Envases metálicos,15,"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría",1,01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal),,,,,,,df-sinader-2022-ckan.csv,False
2022,,5461655,COMERCIAL ROMERELLI LIMITADA,96904060-3,COMERCIAL ROMERELLI LTDA,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Metropolitana de Santiago,Santiago,Estación Central,13106,-33.4665903157,-70.690940918665,Destinatario Final,,1,79.564,5,Recolección,,,44,Pretratamiento de Metales,19 10 01 ,19 10 01 | Residuos de hierro y acero,19,"19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial",10,10 | Residuos procedentes del fragmentado de residuos que contienen metales,,,,,,,df-sinader-2022-ckan.csv,False
2022,,5461655,COMERCIAL ROMERELLI LIMITADA,96904060-3,COMERCIAL ROMERELLI LTDA,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Metropolitana de Santiago,Santiago,Estación Central,13106,-33.4665903157,-70.690940918665,Destinatario Final,,1,369.3102857,2,Valorización,,,20,Reciclaje de metales,17 04 07 ,17 04 07 | Metales mezclados,17,17 | Residuos de la construcción y demolición,4,04 | Metales (incluidas sus aleaciones),,,,,,,df-sinader-2022-ckan.csv,False
2022,,5461655,COMERCIAL ROMERELLI LIMITADA,96904060-3,COMERCIAL ROMERELLI LTDA,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Metropolitana de Santiago,Santiago,Estación Central,13106,-33.4665903157,-70.690940918665,Destinatario Final,,1,4.01,5,Recolección,,,44,Pretratamiento de Metales,20 01 40 ,20 01 40 | Metales,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",1,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),,,,,,,df-sinader-2022-ckan.csv,False
2022,,5461655,COMERCIAL ROMERELLI LIMITADA,96904060-3,COMERCIAL ROMERELLI LTDA,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Metropolitana de Santiago,Santiago,Estación Central,13106,-33.4665903157,-70.690940918665,Destinatario Final,,1,12.65,2,Valorización,,,20,Reciclaje de metales,02 03 99 ,02 03 99 | Residuos no especificados en otra categoría,2,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",3,"03 | Residuos de la preparación y elaboración de frutas, hortalizas, cereales, aceites comestibles, cacao, café, té y tabaco; producción de conservas; producción de levadura y extracto de levadura, preparación y fermentación de melazas",,,,,,,df-sinader-2022-ckan.csv,False
2022,,5461655,COMERCIAL ROMERELLI LIMITADA,96904060-3,COMERCIAL ROMERELLI LTDA,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Metropolitana de Santiago,Santiago,Estación Central,13106,-33.4665903157,-70.690940918665,Destinatario Final,,1,2.02,2,Valorización,,,20,Reciclaje de metales,03 03 07 ,"03 03 07 | Desechos, separados mecánicamente, de pasta elaborada a partir de residuos de papel y cartón",3,"03 | Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón",3,"03 | Residuos de la producción y transformación de pasta de papel, papel y cartón",,,,,,,df-sinader-2022-ckan.csv,False
2022,,5461655,COMERCIAL ROMERELLI LIMITADA,96904060-3,COMERCIAL ROMERELLI LTDA,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Metropolitana de Santiago,Santiago,Estación Central,13106,-33.4665903157,-70.690940918665,Destinatario Final,,1,72.143,2,Valorización,,,20,Reciclaje de metales,03 03 08 ,03 03 08 | Residuos procedentes de la clasificación de papel y cartón destinados al reciclado,3,"03 | Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón",3,"03 | Residuos de la producción y transformación de pasta de papel, papel y cartón",,,,,,,df-sinader-2022-ckan.csv,False
2022,,5461655,COMERCIAL ROMERELLI LIMITADA,96904060-3,COMERCIAL ROMERELLI LTDA,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Metropolitana de Santiago,Santiago,Estación Central,13106,-33.4665903157,-70.690940918665,Destinatario Final,,1,170.1297,2,Valorización,,,20,Reciclaje de metales,12 01 01 ,12 01 01 | Limaduras y virutas de metales férreos,12,12 | Residuos del moldeado y del tratamiento físico y mecánico de superficie de metales y plásticos,1,01 | Residuos del moldeado y tratamiento físico y mecánico de superficie de metales y plásticos,,,,,,,df-sinader-2022-ckan.csv,False
2022,,5461655,COMERCIAL ROMERELLI LIMITADA,96904060-3,COMERCIAL ROMERELLI LTDA,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Metropolitana de Santiago,Santiago,Estación Central,13106,-33.4665903157,-70.690940918665,Destinatario Final,,1,338.603,2,Valorización,,,20,Reciclaje de metales,12 01 99 ,12 01 99 | Residuos no especificados en otra categoría,12,12 | Residuos del moldeado y del tratamiento físico y mecánico de superficie de metales y plásticos,1,01 | Residuos del moldeado y tratamiento físico y mecánico de superficie de metales y plásticos,,,,,,,df-sinader-2022-ckan.csv,False
2022,,5461655,COMERCIAL ROMERELLI LIMITADA,96904060-3,COMERCIAL ROMERELLI LTDA,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Metropolitana de Santiago,Santiago,Estación Central,13106,-33.4665903157,-70.690940918665,Destinatario Final,,1,7138.282,2,Valorización,,,20,Reciclaje de metales,15 01 04 ,15 01 04 | Envases metálicos,15,"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría",1,01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal),,,,,,,df-sinader-2022-ckan.csv,False
2022,,5461655,COMERCIAL ROMERELLI LIMITADA,96904060-3,COMERCIAL ROMERELLI LTDA,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Metropolitana de Santiago,Santiago,Estación Central,13106,-33.4665903157,-70.690940918665,Destinatario Final,,1,318.513,2,Valorización,,,20,Reciclaje de metales,16 01 17 ,16 01 17 | Metales ferrosos,16,16 | Residuos no especificados en otro capítulo de la lista,1,"01 | Vehículos de diferentes medios de transporte (incluidas las máquinas no de carretera) al final de su vida útil y residuos del desguace de vehículos al final de su vida útil y del mantenimiento de vehículos (excepto los de los capítulos 13, 14 y los subcapítulos 16 06 y 16 08)",,,,,,,df-sinader-2022-ckan.csv,False
2022,,5463744,NUTRATRADE CHILE S.A,76150926-8,NUTRATRADE,Otras industrias manufactureras,10.0,Elaboración de piensos preparados para animales,C1080,Elaboración de piensos preparados para animales,C108000,Metropolitana de Santiago,Maipo,San Bernardo,13401,-33.570807137739,-70.714904005288,Destinatario Final,,1,30.519,2,Valorización,,,7,Preparación para reutilización,02 06 01 ,02 06 01 | Materiales inadecuados para el consumo o la elaboración,2,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",6,06 | Residuos de la industria de panadería y pastelería,,,,,,,df-sinader-2022-ckan.csv,False
2022,,5461655,COMERCIAL ROMERELLI LIMITADA,96904060-3,COMERCIAL ROMERELLI LTDA,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Metropolitana de Santiago,Santiago,Estación Central,13106,-33.4665903157,-70.690940918665,Destinatario Final,,1,8.116,2,Valorización,,,20,Reciclaje de metales,16 01 18 ,16 01 18 | Metales no ferrosos,16,16 | Residuos no especificados en otro capítulo de la lista,1,"01 | Vehículos de diferentes medios de transporte (incluidas las máquinas no de carretera) al final de su vida útil y residuos del desguace de vehículos al final de su vida útil y del mantenimiento de vehículos (excepto los de los capítulos 13, 14 y los subcapítulos 16 06 y 16 08)",,,,,,,df-sinader-2022-ckan.csv,False
2022,,5461655,COMERCIAL ROMERELLI LIMITADA,96904060-3,COMERCIAL ROMERELLI LTDA,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Metropolitana de Santiago,Santiago,Estación Central,13106,-33.4665903157,-70.690940918665,Destinatario Final,,1,41.195,2,Valorización,,,20,Reciclaje de metales,16 02 16 ,16 02 16 | Componentes retirados de equipos desechados distintos de los especificados en el código 16 02 15,16,16 | Residuos no especificados en otro capítulo de la lista,2,02 | Residuos de equipos eléctricos y electrónicos,,,,,,,df-sinader-2022-ckan.csv,False
2022,,5461655,COMERCIAL ROMERELLI LIMITADA,96904060-3,COMERCIAL ROMERELLI LTDA,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Metropolitana de Santiago,Santiago,Estación Central,13106,-33.4665903157,-70.690940918665,Destinatario Final,,1,1.75,2,Valorización,,,20,Reciclaje de metales,17 01 07 ,"17 01 07 | Mezclas de hormigón, ladrillos, tejas y materiales cerámicos, distintas de las especificadas en el código 17 01 06",17,17 | Residuos de la construcción y demolición,1,"01 | Hormigón, ladrillos, tejas y materiales cerámicos",,,,,,,df-sinader-2022-ckan.csv,False
2022,,5461655,COMERCIAL ROMERELLI LIMITADA,96904060-3,COMERCIAL ROMERELLI LTDA,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Metropolitana de Santiago,Santiago,Estación Central,13106,-33.4665903157,-70.690940918665,Destinatario Final,,1,89.803,2,Valorización,,,20,Reciclaje de metales,19 10 01 ,19 10 01 | Residuos de hierro y acero,19,"19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial",10,10 | Residuos procedentes del fragmentado de residuos que contienen metales,,,,,,,df-sinader-2022-ckan.csv,False
2022,,5461655,COMERCIAL ROMERELLI LIMITADA,96904060-3,COMERCIAL ROMERELLI LTDA,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Metropolitana de Santiago,Santiago,Estación Central,13106,-33.4665903157,-70.690940918665,Destinatario Final,,1,8.271,2,Valorización,,,20,Reciclaje de metales,19 12 02 ,19 12 02 | Metales férreos,19,"19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial",12,"12 | Residuos del tratamiento mecánico de residuos (por ejemplo, clasificación, trituración, compactación, peletización) no especificados en otra categoría",,,,,,,df-sinader-2022-ckan.csv,False
2022,,5461655,COMERCIAL ROMERELLI LIMITADA,96904060-3,COMERCIAL ROMERELLI LTDA,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Metropolitana de Santiago,Santiago,Estación Central,13106,-33.4665903157,-70.690940918665,Destinatario Final,,1,2112.189,2,Valorización,,,20,Reciclaje de metales,20 01 40 ,20 01 40 | Metales,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",1,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),,,,,,,df-sinader-2022-ckan.csv,False
